,Platform,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
448,5,2010.0,4,1.99,0.82,0.03,0.27,3.11
449,5,2014.0,1,0.78,2.02,0.0,0.3,3.11
450,7,2002.0,10,2.17,0.28,0.55,0.08,3.09
451,7,2001.0,1,2.5,0.16,0.01,0.42,3.08
452,2,1986.0,1,1.92,0.45,0.64,0.07,3.08
453,5,2012.0,7,1.89,0.91,0.04,0.24,3.07
454,10,2013.0,9,1.4,0.99,0.46,0.22,3.07
455,3,1994.0,2,1.57,0.62,0.55,0.34,3.07
456,15,2002.0,8,1.72,1.21,0.0,0.14,3.07
457,5,2012.0,4,1.94,0.86,0.03,0.24,3.07
458,5,2008.0,9,1.91,0.84,0.0,0.29,3.05
459,5,2012.0,7,1.38,1.35,0.02,0.28,3.04
460,1,2010.0,2,2.06,0.64,0.12,0.22,3.04
461,5,2008.0,9,1.94,0.8,0.02,0.27,3.03
462,13,1995.0,2,1.54,1.33,0.0,0.16,3.03
463,6,2009.0,7,1.4,1.07,0.08,0.47,3.02
464,14,2002.0,9,1.85,1.04,0.0,0.13,3.02
465,2,1987.0,10,2.03,0.47,0.45,0.07,3.02
466,7,2002.0,1,1.45,1.13,0.07,0.38,3.02
467,18,2015.0,7,2.38,0.32,0.0,0.31,3.0
468,5,2012.0,1,2.6,0.21,0.01,0.19,3.0
469,7,2007.0,10,1.15,0.0,0.76,1.09,3.0
470,7,2006.4064433147546,10,1.57,1.02,0.0,0.41,3.0
471,11,2014.0,9,1.01,1.41,0.05,0.53,2.99
472,8,1993.0,7,1.61,0.51,0.8,0.07,2.99
473,15,2000.0,6,1.67,1.18,0.0,0.13,2.99
474,7,2002.0,1,0.12,1.26,1.16,0.45,2.99
475,7,2001.0,9,1.36,0.86,0.64,0.13,2.99
476,10,2015.0,8,0.47,1.0,1.39,0.12,2.98
477,6,2010.0,7,1.33,1.12,0.08,0.45,2.97
478,15,2014.0,8,0.96,1.72,0.0,0.29,2.97
479,15,2011.0,4,1.58,1.01,0.0,0.38,2.97
480,7,2003.0,2,1.04,1.37,0.06,0.49,2.96
481,4,2008.0,2,1.57,0.04,1.19,0.15,2.96
482,7,2002.0,9,1.36,1.15,0.04,0.41,2.96
483,5,2009.0,10,1.82,0.71,0.15,0.26,2.95
484,12,1996.0,3,1.98,0.58,0.34,0.04,2.94
485,7,2003.0,7,2.22,0.51,0.06,0.15,2.94
486,7,2005.0,10,1.45,1.11,0.04,0.33,2.94
487,6,2009.0,9,1.76,0.69,0.12,0.37,2.94
488,9,2001.0,5,2.07,0.77,0.05,0.05,2.94
489,5,2007.0,4,1.83,0.8,0.03,0.27,2.93
490,1,2006.0,5,0.87,1.06,0.73,0.26,2.92
491,1,2007.0,8,1.43,1.13,0.05,0.3,2.91
492,9,2002.0,2,1.75,0.45,0.62,0.09,2.91
493,11,2013.0,1,0.61,1.85,0.11,0.33,2.9
494,18,2014.0,7,1.84,0.8,0.04,0.22,2.9
495,7,2004.0,6,1.54,1.14,0.0,0.22,2.9
496,5,2008.0,1,1.75,0.86,0.0,0.28,2.9
497,7,2003.0,1,0.08,1.24,1.13,0.45,2.9
498,6,2012.0,3,0.71,1.51,0.06,0.61,2.89
499,7,2001.0,1,0.99,0.32,1.38,0.2,2.89
500,7,2004.0,7,1.51,1.12,0.01,0.24,2.89
501,1,2011.0,1,1.54,1.07,0.0,0.28,2.88
502,13,1999.0,7,2.03,0.72,0.02,0.11,2.88
503,4,2007.0,8,1.3,1.27,0.0,0.31,2.88
504,13,1998.0,3,0.09,2.43,0.12,0.22,2.87
505,18,2013.0,7,1.87,0.77,0.0,0.22,2.86
506,5,2012.0,1,2.53,0.16,0.0,0.17,2.86
507,14,2002.0,4,2.09,0.63,0.03,0.11,2.86
508,6,2011.0,10,1.98,0.55,0.0,0.32,2.85
509,8,1990.0,3,1.37,0.51,0.89,0.07,2.85
510,12,1997.0,2,1.29,0.53,0.98,0.05,2.85
511,15,1996.0,12,1.37,1.34,0.0,0.14,2.85
512,1,2011.0,9,1.4,1.14,0.0,0.31,2.85
513,6,2015.0,1,0.4,1.98,0.05,0.42,2.85
514,6,2010.0,9,1.87,0.57,0.11,0.3,2.84
515,5,2007.0,7,1.65,0.86,0.05,0.28,2.83
516,5,2009.0,1,2.52,0.09,0.0,0.22,2.83
517,6,2010.0,7,1.28,1.05,0.07,0.43,2.83
518,7,2002.0,10,1.32,1.08,0.04,0.39,2.83
519,19,2002.0,7,1.96,0.67,0.1,0.09,2.82
520,9,2003.0,9,1.59,1.05,0.04,0.14,2.82
521,15,1994.0,11,0.02,2.79,0.0,0.0,2.81
522,6,2010.0,3,1.05,1.25,0.03,0.48,2.81
523,4,2007.0,8,1.32,1.19,0.0,0.3,2.81
524,7,2003.0,10,1.32,1.06,0.04,0.38,2.8
525,5,2008.0,9,1.74,0.8,0.0,0.26,2.8
526,4,2006.0,2,1.47,0.07,1.1,0.15,2.8
527,13,1997.0,1,0.29,0.2,2.13,0.18,2.79
528,6,2011.0,7,1.45,0.88,0.09,0.38,2.79
529,13,1998.0,2,1.96,0.72,0.0,0.11,2.79
530,7,2001.0,10,1.19,1.15,0.04,0.41,2.79
531,8,1992.0,4,0.0,0.0,2.78,0.01,2.79
532,13,1996.0,10,1.98,0.7,0.0,0.11,2.79
533,15,2011.0,7,0.89,1.43,0.0,0.48,2.79
534,7,2001.0,1,2.19,0.22,0.0,0.38,2.79
535,4,2009.0,5,0.3,1.47,0.68,0.34,2.79
536,10,2011.0,4,0.46,0.29,1.96,0.07,2.79
537,7,2003.0,2,1.68,0.74,0.0,0.36,2.78
538,11,2014.0,9,1.27,0.97,0.07,0.47,2.78
539,7,2003.0,2,1.44,0.83,0.26,0.25,2.78
540,6,2009.0,10,1.2,0.98,0.17,0.43,2.78
541,7,2003.0,8,1.41,1.12,0.0,0.24,2.77
542,1,2007.0,2,1.24,1.2,0.04,0.3,2.77
543,5,2011.0,9,1.25,1.15,0.07,0.3,2.77
544,16,1980.0,7,2.56,0.17,0.0,0.03,2.76
545,8,1992.0,6,1.43,0.54,0.71,0.07,2.75
546,11,2013.0,9,1.07,1.31,0.06,0.31,2.74
547,12,2000.0,12,1.02,0.36,1.13,0.23,2.73
548,2,1986.0,9,1.33,0.31,1.04,0.05,2.73
549,5,2011.0,11,1.52,0.94,0.02,0.24,2.72
550,5,2006.0,7,1.49,0.93,0.02,0.27,2.71
551,9,2002.0,9,1.75,0.52,0.33,0.1,2.7
552,7,2001.0,9,0.99,0.48,1.09,0.14,2.7
553,11,2015.0,10,1.47,0.76,0.0,0.47,2.7
554,12,1998.0,6,1.25,0.53,0.87,0.05,2.7
555,5,2011.0,1,2.42,0.11,0.0,0.16,2.69
556,7,2006.0,9,1.85,0.64,0.01,0.19,2.69
557,5,2010.0,1,2.38,0.12,0.0,0.18,2.69
558,4,2010.0,5,1.63,0.52,0.35,0.18,2.69
559,5,2010.0,1,1.46,0.98,0.0,0.24,2.68
560,7,2004.0,3,1.23,1.11,0.0,0.34,2.68
561,10,2014.0,4,0.0,0.0,2.68,0.0,2.68
562,6,2009.0,3,0.69,1.41,0.04,0.53,2.68
563,6,2011.0,4,0.78,0.75,0.89,0.26,2.68
564,21,1992.0,10,1.95,0.63,0.0,0.09,2.67
565,7,2005.0,7,1.48,0.92,0.01,0.26,2.67
566,5,2008.0,6,1.78,0.64,0.0,0.25,2.67
567,13,1998.0,7,1.44,1.09,0.0,0.14,2.67
568,14,2004.0,4,1.99,0.58,0.0,0.09,2.66
569,4,2006.0,9,1.59,0.8,0.0,0.26,2.65
570,7,2003.0,9,1.15,1.11,0.0,0.4,2.65
571,1,2012.0,9,1.56,0.88,0.0,0.22,2.65
572,17,2006.0,7,0.86,1.11,0.01,0.66,2.65
573,2,1986.0,2,0.0,0.0,2.65,0.0,2.65
574,12,1996.0,9,2.0,0.5,0.12,0.03,2.65
575,5,2007.0,9,1.53,0.87,0.0,0.24,2.64
576,7,2000.0,3,2.0,0.47,0.02,0.14,2.63
577,17,2006.0,10,0.76,1.1,0.12,0.65,2.63
578,5,2009.0,12,1.53,0.82,0.04,0.24,2.63
579,6,2009.0,9,1.7,0.46,0.06,0.41,2.63
580,7,2004.0,1,2.15,0.12,0.0,0.36,2.62
581,1,2007.0,1,1.07,1.06,0.24,0.25,2.62
582,5,2010.0,7,1.55,0.81,0.04,0.21,2.62
583,5,2009.0,1,0.59,1.79,0.01,0.23,2.62
584,5,2011.0,1,2.31,0.14,0.01,0.16,2.62
585,4,2008.0,8,0.63,0.84,0.96,0.19,2.61
586,7,2002.0,9,0.9,1.22,0.04,0.44,2.61
587,1,2010.0,2,1.02,0.52,0.92,0.14,2.6
588,21,1990.0,9,1.86,0.55,0.11,0.08,2.6
589,6,2008.0,1,0.48,1.63,0.04,0.43,2.59
590,6,2007.0,2,0.93,1.12,0.08,0.45,2.59
591,7,2004.0,1,2.03,0.21,0.0,0.35,2.59
592,17,2009.0,2,0.64,1.24,0.01,0.69,2.58
593,11,2013.0,7,0.89,1.33,0.07,0.28,2.58
594,5,2009.0,9,1.04,1.24,0.03,0.27,2.58
595,17,2007.0,4,0.37,0.27,1.75,0.18,2.58
596,7,2006.0,10,1.4,0.88,0.03,0.26,2.58
597,7,2004.0,2,1.31,0.74,0.31,0.22,2.57
598,4,2010.0,6,0.28,1.68,0.33,0.28,2.57
599,5,2009.0,4,1.76,0.56,0.03,0.22,2.57
600,7,2007.0,1,2.14,0.08,0.0,0.35,2.57
601,19,2001.0,2,1.7,0.59,0.21,0.07,2.56
602,2,1987.0,4,0.15,0.0,2.41,0.0,2.56
603,6,2012.0,1,2.11,0.23,0.0,0.22,2.56
604,19,2003.0,4,1.21,0.57,0.7,0.07,2.54
605,1,2008.0,1,1.13,0.87,0.29,0.25,2.54
606,5,2008.0,1,2.21,0.12,0.0,0.2,2.54
607,16,2006.4064433147546,7,2.36,0.14,0.0,0.03,2.53
608,7,2001.0,3,1.13,1.12,0.06,0.22,2.52
609,12,2000.0,9,1.55,0.75,0.16,0.06,2.52
610,1,2007.0,6,1.5,0.78,0.0,0.24,2.52
611,2,1986.0,4,0.49,0.0,0.52,1.51,2.52
612,6,2013.0,9,0.6,1.31,0.08,0.52,2.51
613,5,2006.0,4,2.29,0.02,0.0,0.19,2.5
614,7,2008.0,1,0.13,0.07,0.26,2.05,2.5
615,12,1999.0,6,1.28,0.14,1.08,0.01,2.5
616,6,2011.0,9,0.86,1.06,0.18,0.39,2.49
617,14,2003.0,9,1.84,0.56,0.0,0.09,2.49
618,1,2010.0,9,1.29,0.97,0.0,0.23,2.49
619,7,2002.0,10,1.81,0.52,0.0,0.15,2.49
620,6,2008.0,7,1.15,0.85,0.1,0.39,2.48
621,5,2008.0,3,1.38,0.85,0.0,0.25,2.48
622,13,1998.0,9,1.15,1.14,0.06,0.13,2.48
623,6,2012.0,1,1.72,0.44,0.05,0.27,2.48
624,5,2006.4064433147546,6,1.93,0.34,0.0,0.21,2.48
625,5,2013.0,1,2.1,0.2,0.0,0.17,2.47
626,19,2002.0,6,1.13,0.36,0.92,0.07,2.47
627,1,2010.0,6,1.67,0.58,0.0,0.2,2.46
628,6,2008.0,3,1.55,0.54,0.05,0.31,2.45
629,8,1992.0,4,0.0,0.0,2.43,0.02,2.45
630,13,1997.0,4,0.93,0.12,1.34,0.06,2.45
631,13,1996.0,3,2.12,0.25,0.0,0.07,2.44
632,5,2011.0,7,1.44,0.73,0.04,0.22,2.44
633,17,2006.0,3,0.87,0.98,0.0,0.59,2.44
634,7,2003.0,8,1.07,1.19,0.0,0.18,2.43
635,15,1997.0,11,1.52,0.82,0.0,0.1,2.43
636,5,2008.0,7,1.56,0.61,0.02,0.23,2.42
637,22,1998.0,2,1.26,0.61,0.46,0.08,2.42
638,2,1988.0,1,1.27,0.32,0.78,0.05,2.42
639,6,2010.0,1,0.29,1.18,0.54,0.41,2.42
640,7,2003.0,10,1.63,0.22,0.51,0.06,2.41
641,7,2001.0,3,2.07,0.26,0.0,0.08,2.41
642,13,1998.0,9,0.81,0.76,0.7,0.14,2.41
643,18,2014.0,6,1.43,0.76,0.0,0.22,2.41
644,7,2007.0,3,0.69,0.0,0.04,1.68,2.41
645,18,2015.0,1,2.07,0.08,0.0,0.26,2.4
646,13,1996.0,5,2.1,0.24,0.0,0.07,2.4
647,2,1987.0,10,0.77,0.18,1.42,0.03,2.4
648,15,1997.0,12,2.3,0.1,0.0,0.0,2.4
649,9,2006.4064433147546,11,2.15,0.18,0.0,0.07,2.39
650,11,2015.0,3,0.49,1.49,0.05,0.36,2.39
651,5,2010.0,1,1.74,0.48,0.0,0.18,2.39
652,1,2006.4064433147546,9,1.54,0.63,0.0,0.22,2.39
653,15,1994.0,6,1.49,0.81,0.0,0.1,2.39
654,6,2013.0,9,1.07,0.87,0.04,0.4,2.39
655,5,2011.0,9,1.48,0.71,0.0,0.2,2.39
656,7,2005.0,6,1.67,0.61,0.03,0.07,2.38
657,6,2007.0,9,1.02,0.97,0.0,0.39,2.38
658,5,2011.0,6,1.73,0.46,0.02,0.18,2.38
659,12,1998.0,10,1.94,0.39,0.03,0.02,2.38
660,11,2015.0,9,1.0,0.76,0.26,0.36,2.38
661,11,2014.0,1,1.46,0.54,0.01,0.37,2.38
662,6,2010.0,1,2.04,0.15,0.0,0.19,2.38
663,7,2001.0,6,1.16,0.91,0.0,0.3,2.38
664,5,2007.0,1,2.18,0.01,0.0,0.18,2.37
665,15,2004.0,7,2.28,0.02,0.08,0.0,2.37
666,7,2004.0,9,0.96,1.08,0.04,0.3,2.37
667,7,2004.0,1,1.25,0.86,0.01,0.26,2.37
668,6,2009.0,1,2.03,0.13,0.0,0.21,2.37
669,5,2011.0,1,1.38,0.74,0.02,0.22,2.36
670,3,1995.0,2,0.69,0.14,1.48,0.05,2.36
671,4,2010.0,9,1.07,1.05,0.0,0.23,2.35
672,3,1996.0,2,1.39,0.48,0.4,0.08,2.35
673,3,1998.0,4,0.0,0.0,2.34,0.01,2.35
674,5,2008.0,3,1.68,0.46,0.01,0.2,2.35
675,1,2013.0,2,1.32,0.83,0.0,0.2,2.34
676,7,2007.0,10,0.92,0.0,0.01,1.41,2.34
677,1,2008.0,1,1.2,0.9,0.0,0.24,2.34
678,7,2001.0,9,1.08,0.7,0.34,0.21,2.34
679,5,2010.0,8,1.27,0.86,0.0,0.2,2.33
680,10,2015.0,9,1.14,0.54,0.47,0.17,2.32
681,18,2015.0,1,1.93,0.14,0.0,0.24,2.32
682,1,2010.0,6,1.57,0.56,0.0,0.19,2.32
683,12,2000.0,1,0.78,0.4,1.06,0.07,2.32
684,13,1997.0,9,0.79,1.35,0.04,0.14,2.32
685,7,2004.0,7,0.85,1.06,0.09,0.32,2.31
686,4,2004.0,5,0.52,0.45,1.21,0.13,2.31
687,13,1999.0,3,1.58,0.64,0.0,0.09,2.31
688,8,1995.0,4,0.28,0.0,2.02,0.01,2.31
689,13,1998.0,1,1.65,0.46,0.1,0.1,2.31
690,5,2013.0,9,1.24,0.85,0.0,0.21,2.3
691,15,2012.0,9,0.95,1.06,0.0,0.29,2.3
692,4,2008.0,4,0.95,0.54,0.62,0.18,2.3
693,6,2011.0,9,1.08,0.75,0.15,0.31,2.29
694,15,1997.0,9,0.91,1.25,0.0,0.13,2.29
695,6,2013.0,9,1.23,0.68,0.04,0.34,2.29
696,14,2004.0,3,1.38,0.8,0.0,0.1,2.28
697,6,2009.0,1,0.3,1.27,0.46,0.26,2.28
698,1,2014.0,6,1.11,0.98,0.0,0.2,2.28
699,10,2015.0,9,0.0,0.0,2.28,0.0,2.28
700,2,1983.0,2,0.51,0.12,1.63,0.02,2.28
701,7,2008.0,1,0.38,0.07,0.01,1.82,2.28
702,6,2008.0,9,1.01,0.9,0.0,0.37,2.28
703,6,2012.0,7,1.05,0.77,0.1,0.36,2.28
704,13,1997.0,3,0.07,2.0,0.02,0.18,2.28
705,10,2012.0,4,1.12,0.39,0.64,0.12,2.27
706,6,2009.0,6,1.34,0.62,0.0,0.31,2.27
707,1,2006.0,6,1.07,0.92,0.04,0.24,2.27
708,9,2002.0,2,1.22,0.1,0.91,0.04,2.27
709,9,2001.0,2,0.9,0.73,0.54,0.09,2.26
710,6,2007.0,6,1.4,0.54,0.02,0.3,2.26
711,1,2006.4064433147546,7,1.19,0.84,0.0,0.23,2.26
712,1,2007.0,9,1.34,0.57,0.14,0.21,2.26
713,23,2014.0,6,0.28,0.79,0.87,0.32,2.25
714,7,2002.0,11,0.62,0.44,1.06,0.13,2.25
715,13,1997.0,1,1.52,0.46,0.2,0.08,2.25
716,19,2004.0,4,1.48,0.25,0.46,0.06,2.25
717,6,2011.0,1,1.93,0.15,0.0,0.17,2.25
718,1,2009.0,4,0.67,0.41,1.05,0.11,2.25
719,17,2008.0,10,0.51,0.51,0.91,0.32,2.25
720,9,2001.0,2,1.19,0.71,0.22,0.13,2.24
721,9,2001.0,2,1.29,0.83,0.0,0.11,2.23
722,2,1990.0,9,1.74,0.25,0.21,0.03,2.23
723,4,2008.0,9,1.42,0.61,0.0,0.21,2.23
724,7,2009.0,8,1.09,0.85,0.0,0.28,2.23
725,20,2013.0,2,1.27,0.62,0.18,0.16,2.22
726,7,2003.0,9,0.88,1.03,0.0,0.31,2.22
727,4,2009.0,5,1.71,0.32,0.02,0.18,2.22
728,3,1998.0,11,1.0,0.63,0.45,0.13,2.22
729,5,2010.0,3,1.03,0.98,0.0,0.21,2.22
730,5,2010.0,7,1.45,0.55,0.02,0.19,2.21
731,18,2013.0,9,1.47,0.55,0.0,0.19,2.21
732,7,2006.0,9,1.06,0.82,0.05,0.28,2.21
733,5,2008.0,6,1.78,0.24,0.0,0.18,2.2
734,16,1981.0,9,2.06,0.12,0.0,0.02,2.2
735,5,2007.0,6,2.01,0.02,0.0,0.17,2.2
736,3,2000.0,2,1.11,0.51,0.34,0.23,2.2
737,2,1986.0,1,0.15,0.0,2.05,0.0,2.2
738,1,2008.0,2,1.28,0.68,0.02,0.21,2.2
739,4,2007.0,5,1.06,0.91,0.0,0.23,2.2
740,6,2011.0,9,0.34,0.97,0.55,0.33,2.19
741,5,2006.0,9,1.17,0.78,0.02,0.22,2.19
742,14,2003.0,4,1.68,0.44,0.0,0.08,2.19
743,3,1992.0,6,0.87,0.17,1.1,0.05,2.19
744,3,2000.0,2,1.04,0.72,0.3,0.13,2.19
745,6,2012.0,9,0.59,1.07,0.07,0.45,2.19
746,3,2000.0,4,0.0,0.0,2.17,0.01,2.18
747,7,2002.0,3,1.92,0.2,0.0,0.06,2.18
748,18,2013.0,3,1.21,0.78,0.01,0.17,2.18
749,5,2013.0,1,1.97,0.07,0.0,0.13,2.18
750,4,2006.0,4,1.29,0.04,0.73,0.12,2.18
751,9,2003.0,4,1.48,0.17,0.47,0.06,2.17
752,5,2010.0,4,1.27,0.68,0.01,0.2,2.17
753,12,1998.0,8,1.6,0.46,0.08,0.03,2.17
754,2,1984.0,1,0.48,0.11,1.56,0.02,2.17
755,15,2001.0,8,1.23,0.83,0.0,0.1,2.16
756,1,2009.0,1,1.51,0.47,0.0,0.18,2.16
757,13,2000.0,7,1.5,0.55,0.02,0.08,2.15
758,11,2015.0,7,0.54,1.16,0.13,0.32,2.15
759,2,1987.0,1,0.14,0.03,1.98,0.0,2.15
760,18,2014.0,1,0.6,1.41,0.0,0.14,2.15
761,17,2007.0,7,0.52,1.03,0.0,0.59,2.14
762,8,1996.0,4,0.66,0.0,1.45,0.03,2.14
763,2,1983.0,6,0.01,0.0,2.13,0.0,2.14
764,2,1988.0,3,1.47,0.38,0.19,0.1,2.14
765,15,1992.0,8,1.2,0.84,0.0,0.1,2.14
766,16,1981.0,7,1.99,0.12,0.0,0.02,2.13
767,7,2004.0,8,1.04,0.81,0.0,0.27,2.13
768,4,2006.0,5,0.64,0.07,1.35,0.08,2.13
769,9,2003.0,4,0.82,0.37,0.89,0.05,2.13
770,11,2016.0,9,0.59,1.16,0.06,0.33,2.13
771,4,2010.0,9,0.93,0.97,0.02,0.21,2.12
772,4,2006.0,4,0.91,0.05,1.07,0.09,2.12
773,1,2010.0,2,1.47,0.09,0.45,0.11,2.12
774,14,2001.0,3,1.37,0.61,0.05,0.09,2.12
775,3,1989.0,1,0.83,0.33,0.92,0.04,2.12
776,6,2011.0,1,1.61,0.27,0.05,0.18,2.11
777,6,2009.0,7,1.2,0.62,0.0,0.29,2.11
778,12,2000.0,1,1.68,0.4,0.0,0.03,2.11
779,6,2008.0,1,0.11,1.34,0.4,0.26,2.11
780,7,2002.0,3,1.68,0.31,0.02,0.09,2.11
781,1,2010.0,1,0.9,0.45,0.63,0.13,2.11
782,1,2006.4064433147546,6,1.35,0.56,0.0,0.2,2.11
783,7,2003.0,9,0.63,0.21,1.13,0.13,2.11
784,5,2011.0,10,1.63,0.33,0.0,0.15,2.11
785,13,1998.0,4,0.94,0.07,1.05,0.04,2.1
786,7,2002.0,2,1.17,0.72,0.0,0.22,2.1
787,14,2002.0,9,1.54,0.44,0.04,0.07,2.1
788,17,2005.0,3,1.77,0.13,0.02,0.18,2.1
789,5,2011.0,7,1.41,0.51,0.01,0.17,2.1
790,7,2005.0,9,0.99,0.63,0.29,0.19,2.09
791,13,1997.0,1,0.0,0.0,1.96,0.14,2.09
792,5,2006.0,9,1.16,0.65,0.08,0.2,2.09
793,7,2003.0,9,1.26,0.6,0.05,0.18,2.09
794,5,2010.0,9,1.84,0.12,0.01,0.13,2.09
795,1,2009.0,6,1.97,0.0,0.0,0.12,2.09
796,4,2006.0,8,0.92,0.94,0.0,0.22,2.09
797,11,2015.0,7,0.7,0.93,0.14,0.32,2.09
798,17,2010.0,9,0.46,0.42,0.96,0.25,2.09
799,15,2010.0,4,1.77,0.32,0.0,0.0,2.08
800,7,2002.0,5,1.11,0.71,0.0,0.27,2.08
801,6,2008.0,3,0.63,1.02,0.05,0.39,2.08
802,1,2007.0,8,1.36,0.52,0.0,0.2,2.08
803,19,2003.0,6,0.97,0.33,0.73,0.06,2.08
804,6,2010.0,9,0.59,0.99,0.13,0.36,2.08
805,15,1998.0,12,2.04,0.04,0.0,0.0,2.08
806,15,1994.0,12,0.89,1.08,0.0,0.11,2.08
807,6,2010.0,1,0.79,0.94,0.0,0.35,2.08
808,13,2002.0,7,1.54,0.46,0.0,0.08,2.07
809,17,2010.0,4,0.63,0.42,0.75,0.26,2.07
810,5,2009.0,10,1.48,0.39,0.0,0.19,2.07
811,6,2011.0,4,0.75,0.54,0.54,0.23,2.07
812,9,2001.0,12,1.64,0.36,0.0,0.07,2.07
813,5,2007.0,3,1.04,0.8,0.01,0.22,2.06
814,6,2010.0,8,0.73,0.97,0.02,0.34,2.06
815,5,2010.0,9,1.2,0.63,0.04,0.19,2.06
816,9,2005.0,4,0.71,0.52,0.74,0.08,2.06
817,9,2004.0,9,1.15,0.77,0.04,0.1,2.06
818,13,1998.0,3,0.68,0.46,0.79,0.13,2.06
819,7,2003.0,10,1.06,0.62,0.13,0.25,2.06
820,10,2013.0,4,0.89,0.57,0.46,0.13,2.06
821,6,2007.0,3,0.73,0.92,0.04,0.37,2.05
822,4,2008.0,6,1.23,0.64,0.0,0.19,2.05
823,6,2013.0,1,1.43,0.33,0.04,0.25,2.05
824,4,2005.0,4,1.16,0.06,0.83,0.0,2.05
825,19,2002.0,6,1.47,0.48,0.05,0.06,2.05
826,6,2013.0,4,0.71,0.83,0.15,0.35,2.05
827,21,1992.0,1,1.75,0.25,0.0,0.05,2.05
828,5,2007.0,3,0.48,1.29,0.02,0.25,2.05
829,4,2009.0,4,1.11,0.27,0.53,0.14,2.04
830,5,2011.0,6,1.45,0.42,0.01,0.16,2.04
831,1,2008.0,6,0.73,1.09,0.0,0.23,2.04
832,7,2006.0,7,1.74,0.02,0.0,0.28,2.04
833,7,2005.0,9,0.71,1.02,0.0,0.31,2.04
834,9,2003.0,2,1.2,0.48,0.29,0.07,2.04
835,6,2011.0,9,0.58,1.06,0.03,0.37,2.04
836,11,2014.0,1,1.53,0.25,0.0,0.25,2.03
837,12,1998.0,1,1.25,0.61,0.13,0.05,2.03
838,5,2011.0,6,1.47,0.4,0.0,0.16,2.03
839,7,2003.0,1,1.57,0.18,0.0,0.27,2.03
840,6,2008.0,9,1.05,0.67,0.0,0.3,2.02
841,5,2005.0,7,1.81,0.05,0.01,0.15,2.02
842,5,2014.0,1,1.76,0.09,0.0,0.17,2.02
843,5,2012.0,3,0.82,0.98,0.04,0.18,2.02
844,4,2007.0,5,0.49,1.27,0.0,0.25,2.01
845,18,2016.0,7,1.2,0.62,0.0,0.18,2.01
846,6,2013.0,9,0.77,0.85,0.01,0.37,2.0
847,10,2012.0,4,0.89,0.45,0.53,0.13,2.0
848,11,2014.0,3,0.35,1.31,0.02,0.33,2.0
849,8,1993.0,10,0.52,0.16,1.29,0.03,2.0
850,6,2008.0,10,1.48,0.3,0.0,0.22,2.0
851,13,1997.0,9,0.95,0.64,0.27,0.13,1.99
852,3,1989.0,1,0.75,0.3,0.9,0.04,1.99
853,9,2002.0,9,1.21,0.64,0.05,0.09,1.99
854,13,2002.0,9,0.75,1.09,0.02,0.12,1.98
855,8,1991.0,8,0.93,0.27,0.75,0.04,1.98
856,18,2013.0,7,1.25,0.58,0.0,0.16,1.98
857,5,2012.0,7,1.11,0.63,0.07,0.16,1.98
858,11,2014.0,4,0.72,0.86,0.08,0.32,1.97
859,4,2010.0,2,0.99,0.8,0.0,0.18,1.97
860,7,2002.0,2,0.74,0.95,0.0,0.28,1.97
861,1,2008.0,7,1.2,0.59,0.0,0.19,1.97
862,7,2003.0,9,0.71,0.58,0.51,0.17,1.97
863,6,2008.0,3,1.01,0.64,0.02,0.3,1.97
864,16,1981.0,9,1.84,0.11,0.0,0.02,1.97
865,5,2013.0,7,1.22,0.57,0.02,0.15,1.96
866,17,2004.0,1,0.5,0.5,0.63,0.33,1.96
867,2,1986.0,3,1.13,0.37,0.41,0.05,1.96
868,2,1985.0,1,0.18,0.23,1.53,0.02,1.96
869,4,2006.0,2,0.79,0.03,1.05,0.08,1.96
870,5,2006.0,7,1.09,0.65,0.02,0.2,1.96
871,5,2014.0,7,1.3,0.49,0.0,0.16,1.95
872,7,2003.0,3,0.74,1.01,0.0,0.2,1.95
873,14,2005.0,9,1.26,0.61,0.0,0.09,1.95
874,15,1994.0,7,1.09,0.77,0.0,0.09,1.95
875,7,2003.0,1,1.69,0.2,0.0,0.06,1.95
876,7,2003.0,10,0.95,0.74,0.0,0.25,1.94
877,5,2008.0,1,0.49,1.26,0.01,0.18,1.94
878,15,1999.0,6,1.94,0.0,0.0,0.0,1.94
879,13,2001.0,11,0.59,1.23,0.0,0.13,1.94
880,3,1989.0,5,0.96,0.38,0.55,0.05,1.94
881,7,2004.0,10,1.09,0.15,0.65,0.04,1.94
882,13,1997.0,3,1.41,0.42,0.03,0.07,1.94
883,7,2002.0,7,1.42,0.4,0.0,0.12,1.94
884,7,2004.0,4,1.0,0.72,0.0,0.21,1.93
885,5,2013.0,9,1.15,0.61,0.0,0.17,1.93
886,6,2008.0,6,1.1,0.56,0.0,0.27,1.93
887,8,1993.0,10,1.48,0.39,0.0,0.06,1.93
888,24,1995.0,10,0.34,0.26,1.3,0.03,1.93
889,3,1998.0,5,1.06,0.6,0.2,0.07,1.93
890,5,2008.0,10,1.53,0.24,0.0,0.16,1.93
891,6,2014.0,9,0.56,0.89,0.1,0.37,1.93
892,1,2008.0,1,1.51,0.0,0.29,0.12,1.93
893,5,2013.0,9,0.86,0.87,0.01,0.17,1.92
894,3,2001.0,9,0.92,0.53,0.41,0.06,1.92
895,5,2009.0,3,0.73,0.97,0.01,0.22,1.92
896,1,2008.0,6,0.87,0.85,0.0,0.2,1.92
